epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,56.0796,0.29732,0.3711,0.90991,0.99592,1,0.995,0.95453,0.31732,0.28136,0.86194,0.000979013,0.000979013,0.000979013
14,60.0096,0.30115,0.37285,0.90953,0.99678,1,0.995,0.97534,0.25122,0.26368,0.81234,0.000968014,0.000968014,0.000968014
15,63.8733,0.27746,0.35157,0.90678,0.99425,1,0.995,0.97287,0.24366,0.28614,0.7861,0.000957015,0.000957015,0.000957015
16,67.8218,0.28414,0.35364,0.9096,0.98168,0.99663,0.99417,0.98125,0.23469,0.28792,0.78896,0.000946016,0.000946016,0.000946016
17,71.8696,0.277,0.34359,0.91546,0.9951,1,0.995,0.96738,0.26021,0.27196,0.81596,0.000935018,0.000935018,0.000935018
18,75.898,0.27747,0.34054,0.91299,0.99354,1,0.995,0.96496,0.24811,0.25933,0.80773,0.000924019,0.000924019,0.000924019
19,79.9134,0.28394,0.34332,0.90732,0.99587,1,0.995,0.96487,0.27496,0.24603,0.82614,0.00091302,0.00091302,0.00091302
20,83.8932,0.28409,0.33872,0.91008,0.99382,1,0.995,0.96143,0.31426,0.25975,0.86103,0.000902021,0.000902021,0.000902021
21,87.8771,0.26158,0.31697,0.89771,0.99624,1,0.995,0.9582,0.25939,0.23119,0.83023,0.000891022,0.000891022,0.000891022
22,91.9866,0.26348,0.3221,0.9,0.99676,1,0.995,0.96224,0.29454,0.24895,0.86047,0.000880023,0.000880023,0.000880023
23,95.9738,0.27713,0.32453,0.90407,0.99658,1,0.995,0.96521,0.27251,0.25893,0.81078,0.000869024,0.000869024,0.000869024
24,99.9538,0.25774,0.3041,0.90041,0.99631,1,0.995,0.97367,0.2254,0.21771,0.78291,0.000858025,0.000858025,0.000858025
25,104.048,0.25699,0.30465,0.89357,0.99707,1,0.995,0.95742,0.28111,0.23364,0.82769,0.000847026,0.000847026,0.000847026
26,107.98,0.25939,0.31498,0.89561,0.99507,1,0.995,0.93727,0.33546,0.25178,0.88993,0.000836027,0.000836027,0.000836027
27,111.889,0.28017,0.3197,0.9112,0.99644,1,0.995,0.95927,0.26198,0.24802,0.81194,0.000825029,0.000825029,0.000825029
28,115.855,0.25338,0.29253,0.89233,0.99634,1,0.995,0.96236,0.24084,0.23016,0.79654,0.00081403,0.00081403,0.00081403
29,119.89,0.25969,0.30502,0.89573,0.99629,1,0.995,0.9648,0.24432,0.23094,0.80145,0.000803031,0.000803031,0.000803031
30,124.107,0.26521,0.29973,0.89951,0.99621,1,0.995,0.96855,0.21933,0.23112,0.77822,0.000792032,0.000792032,0.000792032
31,128.138,0.25475,0.30153,0.9028,0.99591,1,0.995,0.96446,0.2379,0.26057,0.79103,0.000781033,0.000781033,0.000781033
32,133.043,0.25256,0.28306,0.8916,0.99562,1,0.995,0.96979,0.2235,0.22163,0.7786,0.000770034,0.000770034,0.000770034
33,137.525,0.25908,0.29677,0.89654,0.99652,1,0.995,0.98294,0.19901,0.20578,0.76947,0.000759035,0.000759035,0.000759035
34,143.643,0.25592,0.29151,0.90713,0.99252,0.99672,0.995,0.96561,0.23669,0.23739,0.78548,0.000748036,0.000748036,0.000748036
35,148.377,0.2553,0.29019,0.90355,0.99509,1,0.995,0.96481,0.23904,0.24041,0.79514,0.000737037,0.000737037,0.000737037
36,154.172,0.24926,0.29271,0.89458,0.99665,1,0.995,0.96932,0.24664,0.23381,0.80569,0.000726038,0.000726038,0.000726038
37,159.899,0.24968,0.27993,0.90065,0.9967,1,0.995,0.95997,0.27265,0.24897,0.85113,0.00071504,0.00071504,0.00071504
38,164.577,0.255,0.29302,0.88738,0.99685,1,0.995,0.96917,0.2338,0.2099,0.8121,0.000704041,0.000704041,0.000704041
39,169.342,0.24692,0.27668,0.89786,0.99672,1,0.995,0.97182,0.2281,0.21614,0.78019,0.000693042,0.000693042,0.000693042
40,174.548,0.24423,0.28398,0.89422,0.99681,1,0.995,0.96127,0.24476,0.21101,0.79957,0.000682043,0.000682043,0.000682043
41,179.841,0.23781,0.2719,0.8875,0.99639,1,0.995,0.96374,0.26771,0.22771,0.82161,0.000671044,0.000671044,0.000671044
42,184.942,0.25147,0.27055,0.90046,0.99678,1,0.995,0.96316,0.25211,0.21016,0.81026,0.000660045,0.000660045,0.000660045
43,189.399,0.24668,0.27383,0.90022,0.99707,1,0.995,0.9674,0.24696,0.18637,0.80816,0.000649046,0.000649046,0.000649046
44,193.66,0.23346,0.26661,0.88803,0.99742,1,0.995,0.96487,0.27511,0.21118,0.83006,0.000638047,0.000638047,0.000638047
45,197.806,0.23096,0.25951,0.89613,0.99645,1,0.995,0.9643,0.24367,0.19844,0.80886,0.000627048,0.000627048,0.000627048
46,201.879,0.25049,0.26515,0.90152,0.99578,1,0.995,0.97194,0.21243,0.18377,0.79029,0.000616049,0.000616049,0.000616049
47,205.994,0.23431,0.26208,0.8971,0.9962,1,0.995,0.97122,0.22842,0.19566,0.79057,0.000605051,0.000605051,0.000605051
48,210.211,0.22401,0.25145,0.89211,0.99594,1,0.995,0.97982,0.20321,0.1888,0.77967,0.000594052,0.000594052,0.000594052
49,215.153,0.22797,0.26004,0.89654,0.99673,1,0.995,0.97333,0.19759,0.18557,0.77821,0.000583053,0.000583053,0.000583053
50,219.846,0.22552,0.24892,0.89725,0.99646,1,0.995,0.968,0.23323,0.19492,0.79371,0.000572054,0.000572054,0.000572054
51,224.618,0.2227,0.24227,0.88344,0.99653,1,0.995,0.9754,0.22738,0.20358,0.79321,0.000561055,0.000561055,0.000561055
52,229.287,0.22951,0.24727,0.89061,0.99713,1,0.995,0.95644,0.258,0.18932,0.86299,0.000550056,0.000550056,0.000550056
53,233.731,0.2261,0.24716,0.88542,0.99666,1,0.995,0.96972,0.23285,0.17547,0.82826,0.000539057,0.000539057,0.000539057
54,238.541,0.22078,0.24107,0.89418,0.99738,1,0.995,0.96501,0.22711,0.18399,0.81295,0.000528058,0.000528058,0.000528058
55,242.873,0.20612,0.24005,0.88398,0.99702,1,0.995,0.95963,0.25549,0.18914,0.8487,0.000517059,0.000517059,0.000517059
56,247.381,0.21751,0.23925,0.88664,0.99659,1,0.995,0.96343,0.25794,0.18018,0.84586,0.00050606,0.00050606,0.00050606
57,252.061,0.21679,0.24258,0.88539,0.99668,1,0.995,0.95531,0.26074,0.1891,0.82237,0.000495062,0.000495062,0.000495062
58,256.708,0.22157,0.24275,0.88713,0.99722,1,0.995,0.9613,0.22285,0.19571,0.78895,0.000484063,0.000484063,0.000484063
