epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,64.2811,0.3892,0.42318,0.95553,0.95104,1,0.97947,0.93895,0.34572,0.41979,0.80293,0.00132043,0.00132043,0.00132043
23,66.7336,0.37405,0.42457,0.94745,0.95639,1,0.99452,0.97318,0.27195,0.40075,0.77458,0.00130393,0.00130393,0.00130393
24,69.2287,0.39956,0.42577,0.9671,0.99414,1,0.995,0.98627,0.29406,0.33331,0.78459,0.00128742,0.00128742,0.00128742
25,71.5063,0.38183,0.42559,0.96537,0.99672,1,0.995,0.96055,0.2936,0.31824,0.75129,0.00127092,0.00127092,0.00127092
26,74.1193,0.36111,0.40671,0.95669,0.99732,1,0.995,0.94167,0.26322,0.30382,0.74783,0.00125442,0.00125442,0.00125442
27,76.6262,0.37012,0.40581,0.94606,0.99688,1,0.995,0.94927,0.33821,0.3354,0.77975,0.00123791,0.00123791,0.00123791
28,79.3316,0.35772,0.39347,0.95048,0.99706,1,0.995,0.97516,0.27771,0.29586,0.77363,0.00122141,0.00122141,0.00122141
29,81.8406,0.33964,0.43289,0.93264,0.99787,1,0.995,0.96869,0.26659,0.28981,0.76745,0.00120491,0.00120491,0.00120491
30,84.3579,0.36921,0.43276,0.93868,0.99744,1,0.995,0.9414,0.42993,0.41099,0.8493,0.0011884,0.0011884,0.0011884
31,86.7499,0.35871,0.39889,0.94263,0.99221,1,0.995,0.98497,0.24006,0.29362,0.72571,0.0011719,0.0011719,0.0011719
32,89.079,0.32815,0.39222,0.94201,0.80606,0.99632,0.995,0.99034,0.23101,0.6227,0.71805,0.0011554,0.0011554,0.0011554
33,91.4941,0.34262,0.42796,0.94206,0.99657,1,0.995,0.9301,0.39198,0.36931,0.95254,0.00113889,0.00113889,0.00113889
34,93.8422,0.37932,0.38973,0.96906,0.99778,1,0.995,0.97479,0.23047,0.27368,0.73581,0.00112239,0.00112239,0.00112239
35,96.2637,0.3539,0.37045,0.93777,0.99685,1,0.995,0.96597,0.2681,0.28893,0.78425,0.00110589,0.00110589,0.00110589
36,98.7906,0.33381,0.36451,0.94845,0.99583,1,0.995,0.96536,0.28709,0.29147,0.78392,0.00108938,0.00108938,0.00108938
37,101.223,0.35229,0.47449,0.94937,0.99604,1,0.995,0.96617,0.2747,0.27427,0.7648,0.00107288,0.00107288,0.00107288
38,103.644,0.33335,0.37876,0.95796,0.99549,1,0.995,0.96006,0.25671,0.29119,0.76687,0.00105638,0.00105638,0.00105638
39,106.075,0.31022,0.34994,0.92041,0.99525,1,0.995,0.93219,0.36925,0.31182,0.87418,0.00103987,0.00103987,0.00103987
40,108.434,0.29919,0.34661,0.94473,0.99727,1,0.995,0.93297,0.37641,0.33415,0.86171,0.00102337,0.00102337,0.00102337
41,110.823,0.3164,0.32787,0.92232,0.99789,1,0.995,0.95752,0.29322,0.28983,0.79662,0.00100687,0.00100687,0.00100687
42,113.361,0.32248,0.34467,0.93389,0.99742,1,0.995,0.97434,0.25571,0.26293,0.73918,0.000990365,0.000990365,0.000990365
43,115.673,0.31506,0.32852,0.93724,0.9969,1,0.995,0.98093,0.25473,0.25522,0.7535,0.000973861,0.000973861,0.000973861
44,118.213,0.30459,0.33259,0.91698,0.99656,1,0.995,0.95837,0.30696,0.28058,0.80459,0.000957358,0.000957358,0.000957358
45,120.548,0.29894,0.32499,0.92079,0.9966,1,0.995,0.96396,0.29859,0.28951,0.78746,0.000940855,0.000940855,0.000940855
46,122.999,0.27887,0.31151,0.90006,0.99318,1,0.995,0.96742,0.27796,0.31669,0.77368,0.000924352,0.000924352,0.000924352
47,125.318,0.28199,0.31021,0.91759,0.99419,1,0.995,0.96846,0.21926,0.30835,0.74079,0.000907848,0.000907848,0.000907848
48,127.807,0.29011,0.30051,0.91637,0.99577,1,0.995,0.9607,0.25738,0.2934,0.75184,0.000891345,0.000891345,0.000891345
49,130.231,0.28001,0.3092,0.92127,0.9963,1,0.995,0.95993,0.23816,0.26198,0.73792,0.000874842,0.000874842,0.000874842
50,132.933,0.3099,0.3386,0.94167,0.99669,1,0.995,0.95632,0.29989,0.26093,0.78158,0.000858338,0.000858338,0.000858338
51,135.785,0.27733,0.31097,0.92145,0.99669,1,0.995,0.93279,0.31343,0.2433,0.82016,0.000841835,0.000841835,0.000841835
52,138.882,0.30458,0.31537,0.91596,0.99696,1,0.995,0.93981,0.33873,0.23685,0.83285,0.000825332,0.000825332,0.000825332
53,141.777,0.31139,0.32024,0.93016,0.99799,1,0.995,0.95331,0.30099,0.22654,0.806,0.000808828,0.000808828,0.000808828
54,144.855,0.29904,0.29897,0.92432,0.99803,1,0.995,0.96042,0.28457,0.23838,0.77254,0.000792325,0.000792325,0.000792325
55,147.773,0.27633,0.30649,0.91721,0.99739,1,0.995,0.96874,0.29634,0.28342,0.79098,0.000775822,0.000775822,0.000775822
56,150.755,0.28039,0.29557,0.92634,0.99672,1,0.995,0.96548,0.29386,0.24831,0.8035,0.000759318,0.000759318,0.000759318
57,153.143,0.28004,0.29527,0.92281,0.99565,1,0.995,0.97244,0.28914,0.25372,0.79704,0.000742815,0.000742815,0.000742815
58,155.622,0.31381,0.31336,0.93008,0.99749,1,0.995,0.96885,0.27314,0.22658,0.77268,0.000726312,0.000726312,0.000726312
59,157.976,0.26117,0.29589,0.91255,0.99767,1,0.995,0.97219,0.26732,0.2068,0.75498,0.000709809,0.000709809,0.000709809
60,160.5,0.25356,0.2756,0.91521,0.998,1,0.995,0.9696,0.27145,0.20523,0.75419,0.000693305,0.000693305,0.000693305
61,163.009,0.27036,0.2959,0.91569,0.99793,1,0.995,0.96867,0.24644,0.19699,0.75182,0.000676802,0.000676802,0.000676802
62,165.64,0.26647,0.28894,0.90963,0.99805,1,0.995,0.97007,0.2358,0.19389,0.75118,0.000660299,0.000660299,0.000660299
