epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,73.837,0.33173,0.38813,0.94009,0.99385,1,0.995,0.93933,0.32867,0.35943,0.79367,0.00110362,0.00110362,0.00110362
25,76.4184,0.30557,0.36477,0.91396,0.99665,1,0.995,0.95917,0.28884,0.33182,0.77274,0.00108947,0.00108947,0.00108947
26,78.9937,0.30017,0.37577,0.92024,0.99509,1,0.995,0.94738,0.33044,0.3335,0.77846,0.00107532,0.00107532,0.00107532
27,81.6367,0.31821,0.36867,0.91923,0.99282,1,0.995,0.96139,0.25006,0.32744,0.75949,0.00106118,0.00106118,0.00106118
28,84.3686,0.32141,0.37734,0.92793,0.99549,1,0.995,0.97107,0.24261,0.30994,0.75678,0.00104703,0.00104703,0.00104703
29,87.0403,0.32792,0.36686,0.9299,0.9803,1,0.995,0.96605,0.26897,0.33434,0.77439,0.00103288,0.00103288,0.00103288
30,89.7807,0.3422,0.37088,0.93251,0.99498,1,0.995,0.96641,0.26961,0.29512,0.75853,0.00101873,0.00101873,0.00101873
31,92.4509,0.32959,0.3636,0.92655,0.99688,1,0.995,0.96176,0.31144,0.34205,0.78244,0.00100459,0.00100459,0.00100459
32,95.1435,0.32769,0.36351,0.91533,0.99731,1,0.995,0.97116,0.24329,0.26692,0.74796,0.00099044,0.00099044,0.00099044
33,97.811,0.29908,0.34697,0.91664,0.99611,1,0.995,0.96967,0.22386,0.27518,0.74747,0.000976293,0.000976293,0.000976293
34,101.172,0.29445,0.3388,0.91758,0.99721,1,0.995,0.95577,0.25281,0.2559,0.76212,0.000962146,0.000962146,0.000962146
35,104.153,0.30164,0.34384,0.91129,0.99725,1,0.995,0.95355,0.2525,0.28284,0.76811,0.000947999,0.000947999,0.000947999
36,107.197,0.30949,0.3345,0.91982,0.99688,1,0.995,0.94921,0.27435,0.27409,0.77481,0.000933851,0.000933851,0.000933851
37,110.111,0.28169,0.32179,0.92526,0.99685,1,0.995,0.94772,0.27368,0.27102,0.77104,0.000919704,0.000919704,0.000919704
38,112.989,0.32767,0.34079,0.92653,0.99661,1,0.995,0.94022,0.33199,0.3241,0.80617,0.000905557,0.000905557,0.000905557
39,115.769,0.31267,0.33242,0.93156,0.9966,1,0.995,0.95691,0.28369,0.26602,0.77235,0.00089141,0.00089141,0.00089141
40,118.624,0.28195,0.31498,0.90898,0.99744,1,0.995,0.9586,0.25666,0.2779,0.75685,0.000877263,0.000877263,0.000877263
41,121.451,0.28589,0.31533,0.90091,0.99683,1,0.995,0.9636,0.23698,0.24409,0.74947,0.000863116,0.000863116,0.000863116
42,124.101,0.29811,0.32736,0.92042,0.99599,1,0.995,0.95794,0.26679,0.27159,0.76687,0.000848969,0.000848969,0.000848969
43,126.859,0.30131,0.33205,0.90852,0.99754,1,0.995,0.95558,0.24464,0.26273,0.77108,0.000834822,0.000834822,0.000834822
44,129.573,0.29062,0.3152,0.90135,0.99706,1,0.995,0.93618,0.28508,0.28092,0.77251,0.000820675,0.000820675,0.000820675
45,132.328,0.30276,0.32929,0.91598,0.99613,1,0.995,0.95546,0.24854,0.29368,0.75967,0.000806528,0.000806528,0.000806528
46,135.218,0.28991,0.31651,0.92024,0.99642,1,0.995,0.96073,0.26255,0.25933,0.76659,0.00079238,0.00079238,0.00079238
47,138.039,0.28298,0.30521,0.9087,0.99542,1,0.995,0.95566,0.25734,0.25195,0.76164,0.000778233,0.000778233,0.000778233
48,140.822,0.25533,0.29174,0.90675,0.99635,1,0.995,0.95594,0.27911,0.25642,0.77417,0.000764086,0.000764086,0.000764086
49,143.666,0.26587,0.30036,0.90316,0.99638,1,0.995,0.9568,0.26462,0.26151,0.7688,0.000749939,0.000749939,0.000749939
50,146.378,0.27011,0.31694,0.91338,0.99734,1,0.995,0.96595,0.25324,0.2411,0.75628,0.000735792,0.000735792,0.000735792
51,149.168,0.27896,0.3033,0.9086,0.99683,1,0.995,0.96655,0.21925,0.24159,0.74852,0.000721645,0.000721645,0.000721645
52,151.87,0.2661,0.29243,0.89662,0.99658,1,0.995,0.95694,0.23052,0.22608,0.75426,0.000707498,0.000707498,0.000707498
53,154.772,0.25489,0.28563,0.89557,0.99748,1,0.995,0.96354,0.25848,0.24024,0.76481,0.000693351,0.000693351,0.000693351
54,157.483,0.26763,0.29511,0.91161,0.9969,1,0.995,0.95687,0.2758,0.25158,0.78068,0.000679204,0.000679204,0.000679204
55,160.289,0.26354,0.29818,0.90362,0.99653,1,0.995,0.95682,0.25708,0.24807,0.76745,0.000665057,0.000665057,0.000665057
56,163.073,0.26434,0.298,0.90866,0.99706,1,0.995,0.9742,0.18913,0.21678,0.73848,0.000650909,0.000650909,0.000650909
57,165.898,0.25752,0.29106,0.9146,0.99702,1,0.995,0.97491,0.20571,0.2133,0.73954,0.000636762,0.000636762,0.000636762
58,168.734,0.26332,0.28196,0.89627,0.99704,1,0.995,0.9677,0.20956,0.22232,0.74074,0.000622615,0.000622615,0.000622615
59,171.608,0.25289,0.28281,0.91019,0.99715,1,0.995,0.95689,0.22356,0.21837,0.74845,0.000608468,0.000608468,0.000608468
60,174.474,0.25273,0.28032,0.90129,0.99743,1,0.995,0.96181,0.21632,0.2128,0.74707,0.000594321,0.000594321,0.000594321
61,177.175,0.2559,0.28127,0.90616,0.99718,1,0.995,0.95994,0.24443,0.23574,0.75605,0.000580174,0.000580174,0.000580174
62,180.006,0.25525,0.27615,0.90853,0.99737,1,0.995,0.95437,0.25462,0.23285,0.76406,0.000566027,0.000566027,0.000566027
63,182.849,0.26955,0.27792,0.91197,0.99713,1,0.995,0.95677,0.21835,0.21766,0.75597,0.00055188,0.00055188,0.00055188
64,185.741,0.23482,0.26935,0.89212,0.99753,1,0.995,0.95328,0.24357,0.21556,0.7675,0.000537733,0.000537733,0.000537733
65,188.643,0.23612,0.27179,0.90998,0.99757,1,0.995,0.95533,0.23094,0.22343,0.75994,0.000523586,0.000523586,0.000523586
66,191.591,0.23818,0.26418,0.89402,0.99746,1,0.995,0.95766,0.23739,0.23277,0.76022,0.000509438,0.000509438,0.000509438
67,194.348,0.23457,0.25582,0.90675,0.99728,1,0.995,0.96023,0.2512,0.23752,0.76283,0.000495291,0.000495291,0.000495291
68,197.31,0.2298,0.26118,0.89464,0.99755,1,0.995,0.96445,0.22703,0.21831,0.75445,0.000481144,0.000481144,0.000481144
69,200.143,0.23802,0.26756,0.90204,0.9974,1,0.995,0.96086,0.23355,0.21557,0.76149,0.000466997,0.000466997,0.000466997
70,203.057,0.23294,0.2633,0.88813,0.99662,1,0.995,0.95538,0.24014,0.21703,0.77037,0.00045285,0.00045285,0.00045285
71,206.072,0.23127,0.24825,0.89318,0.99689,1,0.995,0.95792,0.26046,0.22726,0.78326,0.000438703,0.000438703,0.000438703
72,208.985,0.23223,0.25216,0.89257,0.99734,1,0.995,0.96742,0.2214,0.20729,0.76138,0.000424556,0.000424556,0.000424556
73,211.917,0.22714,0.24828,0.89771,0.99722,1,0.995,0.96853,0.20445,0.20276,0.7526,0.000410409,0.000410409,0.000410409
74,214.742,0.23136,0.24916,0.89608,0.99732,1,0.995,0.97747,0.19812,0.18809,0.74633,0.000396262,0.000396262,0.000396262
75,217.624,0.22972,0.24646,0.89022,0.9974,1,0.995,0.97494,0.20728,0.18737,0.74693,0.000382115,0.000382115,0.000382115
76,220.433,0.21398,0.23796,0.89309,0.99713,1,0.995,0.97179,0.20161,0.1773,0.74893,0.000367967,0.000367967,0.000367967
77,223.36,0.21852,0.23563,0.88969,0.99701,1,0.995,0.96485,0.20937,0.18395,0.75048,0.00035382,0.00035382,0.00035382
78,226.506,0.21053,0.23647,0.88906,0.99728,1,0.995,0.96876,0.21209,0.19534,0.75176,0.000339673,0.000339673,0.000339673
79,229.402,0.21828,0.23909,0.89485,0.99754,1,0.995,0.9675,0.21119,0.19939,0.75047,0.000325526,0.000325526,0.000325526
80,232.437,0.22132,0.2439,0.90141,0.99752,1,0.995,0.97078,0.21967,0.20329,0.76213,0.000311379,0.000311379,0.000311379
81,235.388,0.20141,0.22691,0.88882,0.99759,1,0.995,0.96888,0.2074,0.19411,0.7559,0.000297232,0.000297232,0.000297232
82,238.415,0.22251,0.24498,0.91243,0.99756,1,0.995,0.97322,0.21101,0.19484,0.75702,0.000283085,0.000283085,0.000283085
83,241.075,0.20973,0.22907,0.89053,0.99737,1,0.995,0.9748,0.21065,0.19214,0.75754,0.000268938,0.000268938,0.000268938
84,244.255,0.20135,0.23211,0.88941,0.99733,1,0.995,0.97407,0.18997,0.17658,0.74923,0.000254791,0.000254791,0.000254791
85,247.065,0.20581,0.23591,0.90127,0.99749,1,0.995,0.97941,0.18723,0.17386,0.74622,0.000240644,0.000240644,0.000240644
86,249.959,0.20964,0.23063,0.8869,0.99754,1,0.995,0.97318,0.20497,0.17778,0.75827,0.000226497,0.000226497,0.000226497
87,252.799,0.20855,0.23097,0.89599,0.99737,1,0.995,0.97368,0.22141,0.18077,0.76723,0.000212349,0.000212349,0.000212349
88,255.687,0.19807,0.21946,0.89253,0.99761,1,0.995,0.97429,0.2191,0.18443,0.76559,0.000198202,0.000198202,0.000198202
89,258.531,0.20218,0.2283,0.89875,0.99766,1,0.995,0.97185,0.21286,0.18446,0.7609,0.000184055,0.000184055,0.000184055
90,261.344,0.20076,0.23851,0.88603,0.99762,1,0.995,0.96808,0.21286,0.17482,0.76113,0.000169908,0.000169908,0.000169908
91,291.183,0.13023,0.22012,0.83773,0.99766,1,0.995,0.96185,0.23671,0.20904,0.77126,0.000155761,0.000155761,0.000155761
92,294.064,0.13077,0.20604,0.83737,0.99736,1,0.995,0.9659,0.2372,0.21859,0.78296,0.000141614,0.000141614,0.000141614
93,297.105,0.1215,0.188,0.83412,0.99753,1,0.995,0.97675,0.24209,0.22565,0.78669,0.000127467,0.000127467,0.000127467
94,300.039,0.12195,0.18437,0.84915,0.99705,1,0.995,0.97528,0.24054,0.22356,0.77718,0.00011332,0.00011332,0.00011332
95,302.929,0.12082,0.17958,0.83462,0.99729,1,0.995,0.971,0.2386,0.2253,0.78017,9.91726e-05,9.91726e-05,9.91726e-05
96,305.828,0.11767,0.17777,0.83596,0.99748,1,0.995,0.97301,0.24321,0.22642,0.78136,8.50255e-05,8.50255e-05,8.50255e-05
97,308.45,0.11989,0.17626,0.83943,0.99738,1,0.995,0.97316,0.2365,0.22265,0.77821,7.08784e-05,7.08784e-05,7.08784e-05
98,311.212,0.10693,0.16571,0.83319,0.99741,1,0.995,0.97084,0.22479,0.22088,0.77045,5.67313e-05,5.67313e-05,5.67313e-05
99,313.844,0.10964,0.15917,0.84378,0.99748,1,0.995,0.97072,0.22607,0.2132,0.77145,4.25842e-05,4.25842e-05,4.25842e-05
100,316.448,0.10391,0.15805,0.83129,0.99756,1,0.995,0.96976,0.22766,0.20782,0.77513,2.84371e-05,2.84371e-05,2.84371e-05
