epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,96.7415,0.3271,0.33653,0.93644,0.99836,1,0.995,0.91255,0.45014,0.34402,0.8502,0.0010298,0.0010298,0.0010298
51,98.4926,0.32004,0.33427,0.94096,0.99787,1,0.995,0.89417,0.54487,0.38281,0.93704,0.00101,0.00101,0.00101
52,100.263,0.33067,0.33689,0.93437,0.99811,1,0.995,0.92288,0.45565,0.36839,0.85822,0.0009902,0.0009902,0.0009902
53,102.015,0.29093,0.31827,0.92392,0.99841,1,0.995,0.91976,0.44731,0.32535,0.85695,0.0009704,0.0009704,0.0009704
54,103.741,0.32344,0.33609,0.92321,0.99846,1,0.995,0.91448,0.39295,0.33553,0.81177,0.0009506,0.0009506,0.0009506
55,105.663,0.3405,0.33428,0.93599,0.99848,1,0.995,0.91588,0.39841,0.3439,0.79374,0.0009308,0.0009308,0.0009308
56,107.413,0.32286,0.32609,0.92086,0.99857,1,0.995,0.94874,0.32367,0.30296,0.72311,0.000911,0.000911,0.000911
57,109.146,0.32912,0.32188,0.94395,0.99755,1,0.995,0.95733,0.31993,0.2971,0.69666,0.0008912,0.0008912,0.0008912
58,110.92,0.35704,0.34549,0.9387,0.99584,1,0.995,0.94831,0.31789,0.29287,0.71097,0.0008714,0.0008714,0.0008714
59,112.668,0.30473,0.31706,0.91753,0.99672,1,0.995,0.93785,0.32449,0.28513,0.73243,0.0008516,0.0008516,0.0008516
60,114.388,0.30631,0.30488,0.92583,0.99842,1,0.995,0.96749,0.27084,0.29028,0.69655,0.0008318,0.0008318,0.0008318
61,116.168,0.31502,0.31172,0.93173,0.99848,1,0.995,0.94981,0.28319,0.28256,0.70076,0.000812,0.000812,0.000812
