epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,105.041,0.29105,0.35152,0.92377,0.99328,1,0.995,0.94217,0.30023,0.25859,0.84437,0.0008119,0.0008119,0.0008119
21,110.003,0.27693,0.32328,0.91438,0.99471,1,0.995,0.94644,0.2991,0.28265,0.86282,0.000802,0.000802,0.000802
22,114.611,0.28137,0.33148,0.92213,0.99259,1,0.995,0.94322,0.2875,0.2572,0.82348,0.0007921,0.0007921,0.0007921
23,119.011,0.28015,0.32495,0.91834,0.99312,1,0.995,0.95244,0.25492,0.25249,0.8147,0.0007822,0.0007822,0.0007822
24,123.476,0.27821,0.31743,0.92134,0.99677,1,0.995,0.95947,0.25328,0.25148,0.81315,0.0007723,0.0007723,0.0007723
25,128.246,0.27372,0.31006,0.90635,0.99641,1,0.995,0.95323,0.2696,0.24934,0.81759,0.0007624,0.0007624,0.0007624
26,133.006,0.27719,0.30887,0.9151,0.99577,1,0.995,0.95388,0.27004,0.25651,0.80449,0.0007525,0.0007525,0.0007525
27,138.094,0.28363,0.32431,0.92255,0.99351,1,0.995,0.93542,0.30027,0.24996,0.83327,0.0007426,0.0007426,0.0007426
28,142.841,0.28269,0.30887,0.90964,0.99661,1,0.995,0.95234,0.25486,0.23869,0.80569,0.0007327,0.0007327,0.0007327
29,147.699,0.27037,0.30628,0.91263,0.99602,1,0.995,0.98067,0.23416,0.23493,0.78831,0.0007228,0.0007228,0.0007228
30,152.519,0.28579,0.30708,0.92637,0.99414,1,0.995,0.96409,0.25131,0.23902,0.80334,0.0007129,0.0007129,0.0007129
31,157.251,0.26221,0.29607,0.90876,0.99698,1,0.995,0.94983,0.26246,0.25004,0.8201,0.000703,0.000703,0.000703
32,162.058,0.27056,0.30066,0.91375,0.9955,1,0.995,0.95855,0.26031,0.23647,0.82065,0.0006931,0.0006931,0.0006931
33,166.963,0.27442,0.28649,0.91402,0.99622,1,0.995,0.95781,0.24048,0.22518,0.79198,0.0006832,0.0006832,0.0006832
34,171.484,0.26828,0.28779,0.91084,0.99575,1,0.995,0.96107,0.23668,0.22388,0.80234,0.0006733,0.0006733,0.0006733
35,176.527,0.26263,0.2878,0.91778,0.99701,1,0.995,0.95072,0.26163,0.22508,0.81056,0.0006634,0.0006634,0.0006634
36,182.375,0.24992,0.28956,0.89916,0.99585,1,0.995,0.96114,0.25405,0.22185,0.80201,0.0006535,0.0006535,0.0006535
37,188.335,0.26184,0.28291,0.9127,0.99541,1,0.995,0.96639,0.23702,0.2311,0.80096,0.0006436,0.0006436,0.0006436
38,193.263,0.26152,0.29301,0.91596,0.99507,1,0.995,0.96421,0.24347,0.22041,0.79606,0.0006337,0.0006337,0.0006337
39,198.399,0.26114,0.27189,0.91286,0.99423,1,0.995,0.94832,0.28028,0.25009,0.81787,0.0006238,0.0006238,0.0006238
40,203.561,0.25566,0.26754,0.9084,0.99526,1,0.995,0.95389,0.25757,0.23069,0.84751,0.0006139,0.0006139,0.0006139
41,209.248,0.25634,0.2676,0.90952,0.99647,1,0.995,0.96591,0.24086,0.21878,0.78932,0.000604,0.000604,0.000604
42,214.824,0.25412,0.26423,0.90923,0.9964,1,0.995,0.95695,0.2683,0.23586,0.80333,0.0005941,0.0005941,0.0005941
43,219.692,0.23784,0.25734,0.90139,0.9968,1,0.995,0.95812,0.24373,0.20913,0.78676,0.0005842,0.0005842,0.0005842
44,225.487,0.23217,0.25692,0.89582,0.99664,1,0.995,0.97081,0.23318,0.20619,0.79265,0.0005743,0.0005743,0.0005743
45,230.199,0.23978,0.26298,0.89767,0.99578,1,0.995,0.95662,0.24687,0.21735,0.80951,0.0005644,0.0005644,0.0005644
46,237.172,0.24338,0.26358,0.9065,0.99559,1,0.995,0.96673,0.22489,0.20698,0.78654,0.0005545,0.0005545,0.0005545
47,243.191,0.22763,0.2528,0.89822,0.99717,1,0.995,0.97473,0.20589,0.19544,0.7851,0.0005446,0.0005446,0.0005446
48,247.681,0.22595,0.24876,0.89407,0.99668,1,0.995,0.96716,0.22753,0.20207,0.78539,0.0005347,0.0005347,0.0005347
49,252.055,0.22955,0.24692,0.89967,0.99642,1,0.995,0.96977,0.21647,0.19688,0.78217,0.0005248,0.0005248,0.0005248
50,256.886,0.22858,0.25128,0.9021,0.9955,1,0.995,0.97379,0.21687,0.20403,0.78657,0.0005149,0.0005149,0.0005149
51,261.75,0.23497,0.24453,0.90805,0.99693,1,0.995,0.96611,0.22908,0.21229,0.77965,0.000505,0.000505,0.000505
52,266.824,0.22704,0.24027,0.89899,0.99703,1,0.995,0.96493,0.23448,0.20096,0.78955,0.0004951,0.0004951,0.0004951
53,271.324,0.23528,0.24481,0.89865,0.99769,1,0.995,0.97914,0.22855,0.21772,0.78837,0.0004852,0.0004852,0.0004852
54,275.963,0.24294,0.25597,0.90411,0.99739,1,0.995,0.97413,0.22698,0.20281,0.80218,0.0004753,0.0004753,0.0004753
